Time [h]	T [C]
155.35	-10.54
155.40	-10.47
155.45	-10.41
155.50	-10.35
155.55	-10.29
155.60	-10.23
155.65	-10.16
155.70	-10.10
155.75	-10.05
155.80	-9.99
155.85	-9.93
155.90	-9.87
155.95	-9.81
156.00	-9.76
156.05	-9.70
156.10	-9.65
156.15	-9.60
156.20	-9.54
156.25	-9.49
156.30	-9.44
156.35	-9.39
156.40	-9.34
156.45	-9.29
156.50	-9.24
156.55	-9.19
156.60	-9.15
156.65	-9.10
156.70	-9.06
156.75	-9.01
156.80	-8.97
156.85	-8.93
156.90	-8.89
156.95	-8.84
157.00	-8.80
157.05	-8.77
157.10	-8.73
157.15	-8.69
157.20	-8.65
157.25	-8.62
157.30	-8.59
157.35	-8.55
157.40	-8.52
157.45	-8.49
157.50	-8.46
157.55	-8.43
157.60	-8.40
157.65	-8.37
157.70	-8.34
157.75	-8.32
157.80	-8.29
157.85	-8.27
157.90	-8.25
157.95	-8.23
158.00	-8.20
158.05	-8.19
158.10	-8.17
158.15	-8.15
158.20	-8.13
158.25	-8.12
158.30	-8.10
158.35	-8.09
158.40	-8.07
158.45	-8.06
158.50	-8.05
158.55	-8.04
158.60	-8.03
158.65	-8.03
158.70	-8.02
158.75	-8.01
158.80	-8.01
158.85	-8.00
158.90	-8.00
158.95	-8.00
159.00	-8.00
159.05	-8.00
159.10	-8.00
159.15	-8.00
159.20	-8.01
159.25	-8.01
159.30	-8.02
159.35	-8.02
159.40	-8.03
159.45	-8.04
159.50	-8.05
159.55	-8.06
159.60	-8.07
159.65	-8.09
159.70	-8.10
159.75	-8.11
159.80	-8.13
159.85	-8.15
159.90	-8.17
159.95	-8.18
160.00	-8.20
160.05	-8.22
160.10	-8.25
160.15	-8.27
160.20	-8.29
160.25	-8.32
160.30	-8.34
160.35	-8.37
160.40	-8.40
160.45	-8.43
160.50	-8.46
160.55	-8.49
160.60	-8.52
160.65	-8.55
160.70	-8.58
160.75	-8.62
160.80	-8.65
160.85	-8.69
160.90	-8.73
160.95	-8.76
161.00	-8.80
161.05	-8.84
161.10	-8.88
161.15	-8.92
161.20	-8.97
161.25	-9.01
161.30	-9.05
161.35	-9.10
161.40	-9.14
161.45	-9.19
161.50	-9.24
161.55	-9.29
161.60	-9.34
161.65	-9.39
161.70	-9.44
161.75	-9.49
161.80	-9.54
161.85	-9.59
161.90	-9.65
161.95	-9.70
162.00	-9.76
162.05	-9.81
162.10	-9.87
162.15	-9.93
162.20	-9.98
162.25	-10.04
162.30	-10.10
162.35	-10.16
162.40	-10.22
162.45	-10.28
162.50	-10.35
162.55	-10.41
162.60	-10.47
162.65	-10.54
162.70	-10.60
162.75	-10.66
162.80	-10.73
162.85	-10.80
162.90	-10.86
162.95	-10.93
163.00	-11.00
163.05	-11.07
163.10	-11.14
163.15	-11.20
163.20	-11.27
163.25	-11.34
163.30	-11.42
163.35	-11.49
163.40	-11.56
163.45	-11.63
163.50	-11.70
163.55	-11.77
163.60	-11.85
163.65	-11.92
163.70	-12.00
163.75	-12.07
163.80	-12.14
163.85	-12.22
163.90	-12.29
163.95	-12.37
164.00	-12.45
164.05	-12.52
164.10	-12.60
164.15	-12.67
164.20	-12.75
164.25	-12.83
164.30	-12.90
164.35	-12.98
164.40	-13.06
164.45	-13.14
164.50	-13.21
164.55	-13.29
164.60	-13.37
164.65	-13.45
164.70	-13.53
164.75	-13.61
164.80	-13.68
164.85	-13.76
164.90	-13.84
164.95	-13.92
165.00	-14.00
165.05	-14.08
165.10	-14.16
165.15	-14.23
165.20	-14.31
165.25	-14.39
165.30	-14.47
165.35	-14.55
165.40	-14.63
165.45	-14.70
165.50	-14.78
165.55	-14.86
165.60	-14.94
165.65	-15.01
165.70	-15.09
165.75	-15.17
165.80	-15.25
165.85	-15.32
165.90	-15.40
165.95	-15.47
166.00	-15.55
166.05	-15.63
166.10	-15.70
166.15	-15.78
166.20	-15.85
166.25	-15.93
166.30	-16.00
166.35	-16.07
166.40	-16.15
166.45	-16.22
166.50	-16.29
166.55	-16.37
166.60	-16.44
166.65	-16.51
166.70	-16.58
166.75	-16.65
166.80	-16.72
166.85	-16.79
166.90	-16.86
166.95	-16.93
167.00	-17.00
167.05	-17.07
167.10	-17.13
167.15	-17.20
167.20	-17.27
167.25	-17.33
167.30	-17.40
167.35	-17.46
167.40	-17.53
167.45	-17.59
167.50	-17.65
167.55	-17.71
167.60	-17.77
167.65	-17.84
167.70	-17.90
167.75	-17.95
167.80	-18.01
167.85	-18.07
167.90	-18.13
167.95	-18.19
168.00	-18.24
168.05	-18.30
168.10	-18.35
168.15	-18.40
168.20	-18.46
168.25	-18.51
168.30	-18.56
168.35	-18.61
168.40	-18.66
168.45	-18.71
168.50	-18.76
168.55	-18.81
168.60	-18.85
168.65	-18.90
168.70	-18.94
168.75	-18.99
168.80	-19.03
168.85	-19.07
168.90	-19.11
168.95	-19.16
169.00	-19.20
169.05	-19.23
169.10	-19.27
169.15	-19.31
169.20	-19.35
169.25	-19.38
169.30	-19.41
169.35	-19.45
169.40	-19.48
169.45	-19.51
169.50	-19.54
169.55	-19.57
169.60	-19.60
169.65	-19.63
169.70	-19.66
169.75	-19.68
169.80	-19.71
169.85	-19.73
169.90	-19.75
169.95	-19.77
170.00	-19.80
170.05	-19.81
170.10	-19.83
170.15	-19.85
170.20	-19.87
170.25	-19.88
170.30	-19.90
170.35	-19.91
170.40	-19.93
170.45	-19.94
170.50	-19.95
170.55	-19.96
170.60	-19.97
170.65	-19.97
170.70	-19.98
170.75	-19.99
170.80	-19.99
170.85	-20.00
170.90	-20.00
170.95	-20.00
171.00	-20.00
171.05	-20.00
171.10	-20.00
171.15	-20.00
171.20	-19.99
171.25	-19.99
171.30	-19.98
171.35	-19.98
171.40	-19.97
171.45	-19.96
171.50	-19.95
171.55	-19.94
171.60	-19.93
171.65	-19.91
171.70	-19.90
171.75	-19.89
171.80	-19.87
171.85	-19.85
171.90	-19.83
171.95	-19.82
172.00	-19.80
172.05	-19.78
172.10	-19.75
172.15	-19.73
172.20	-19.71
172.25	-19.68
172.30	-19.66
172.35	-19.63
172.40	-19.60
172.45	-19.57
172.50	-19.54
172.55	-19.51
172.60	-19.48
172.65	-19.45
172.70	-19.42
172.75	-19.38
172.80	-19.35
172.85	-19.31
172.90	-19.27
172.95	-19.24
173.00	-19.20
173.05	-19.16
173.10	-19.12
173.15	-19.08
173.20	-19.03
173.25	-18.99
173.30	-18.95
173.35	-18.90
173.40	-18.86
173.45	-18.81
173.50	-18.76
173.55	-18.71
173.60	-18.66
173.65	-18.61
173.70	-18.56
173.75	-18.51
173.80	-18.46
173.85	-18.41
173.90	-18.35
173.95	-18.30
174.00	-18.24
174.05	-18.19
174.10	-18.13
174.15	-18.07
174.20	-18.02
174.25	-17.96
174.30	-17.90
174.35	-17.84
174.40	-17.78
174.45	-17.72
174.50	-17.65
174.55	-17.59
174.60	-17.53
174.65	-17.46
174.70	-17.40
174.75	-17.34
174.80	-17.27
174.85	-17.20
174.90	-17.14
174.95	-17.07
175.00	-17.00
175.05	-16.93
175.10	-16.86
175.15	-16.80
175.20	-16.73
175.25	-16.66
175.30	-16.59
175.35	-16.51
175.40	-16.44
175.45	-16.37
175.50	-16.30
175.55	-16.23
175.60	-16.15
175.65	-16.08
175.70	-16.00
175.75	-15.93
175.80	-15.86
175.85	-15.78
175.90	-15.71
175.95	-15.63
176.00	-15.56
176.05	-15.48
176.10	-15.40
176.15	-15.33
176.20	-15.25
176.25	-15.17
176.30	-15.10
176.35	-15.02
176.40	-14.94
176.45	-14.86
176.50	-14.79
176.55	-14.71
176.60	-14.63
176.65	-14.55
176.70	-14.47
176.75	-14.39
176.80	-14.32
176.85	-14.24
176.90	-14.16
176.95	-14.08
177.00	-14.00
177.05	-13.92
177.10	-13.85
177.15	-13.77
177.20	-13.69
177.25	-13.61
177.30	-13.53
177.35	-13.45
177.40	-13.37
177.45	-13.30
177.50	-13.22
177.55	-13.14
177.60	-13.06
177.65	-12.99
177.70	-12.91
177.75	-12.83
177.80	-12.75
177.85	-12.68
177.90	-12.60
177.95	-12.53
178.00	-12.45
178.05	-12.37
178.10	-12.30
178.15	-12.22
178.20	-12.15
178.25	-12.07
178.30	-12.00
178.35	-11.93
178.40	-11.85
178.45	-11.78
178.50	-11.71
178.55	-11.63
178.60	-11.56
178.65	-11.49
178.70	-11.42
178.75	-11.35
178.80	-11.28
178.85	-11.21
178.90	-11.14
178.95	-11.07
179.00	-11.00
179.05	-10.93
179.10	-10.87
179.15	-10.80
179.20	-10.73
179.25	-10.67
179.30	-10.60
179.35	-10.54
179.40	-10.48
179.45	-10.41
179.50	-10.35
179.55	-10.29
179.60	-10.23
179.65	-10.17
179.70	-10.10
179.75	-10.05
179.80	-9.99
179.85	-9.93
179.90	-9.87
179.95	-9.81
180.00	-9.76
180.05	-9.70
180.10	-9.65
180.15	-9.60
180.20	-9.54
180.25	-9.49
180.30	-9.44
180.35	-9.39
180.40	-9.34
180.45	-9.29
180.50	-9.24
180.55	-9.19
180.60	-9.15
180.65	-9.10
180.70	-9.06
180.75	-9.01
180.80	-8.97
180.85	-8.93
180.90	-8.89
180.95	-8.84
181.00	-8.80
181.05	-8.77
181.10	-8.73
181.15	-8.69
181.20	-8.65
181.25	-8.62
181.30	-8.59
181.35	-8.55
181.40	-8.52
181.45	-8.49
181.50	-8.46
181.55	-8.43
181.60	-8.40
181.65	-8.37
181.70	-8.34
181.75	-8.32
181.80	-8.29
181.85	-8.27
181.90	-8.25
181.95	-8.23
182.00	-8.21
182.05	-8.19
182.10	-8.17
182.15	-8.15
182.20	-8.13
182.25	-8.12
182.30	-8.10
182.35	-8.09
182.40	-8.07
182.45	-8.06
182.50	-8.05
182.55	-8.04
182.60	-8.03
182.65	-8.03
182.70	-8.02
182.75	-8.01
182.80	-8.01
182.85	-8.00
182.90	-8.00
182.95	-8.00
183.00	-8.00
183.05	-8.00
183.10	-8.00
183.15	-8.00
183.20	-8.01
183.25	-8.01
183.30	-8.02
183.35	-8.02
183.40	-8.03
183.45	-8.04
183.50	-8.05
183.55	-8.06
183.60	-8.07
183.65	-8.09
183.70	-8.10
183.75	-8.11
183.80	-8.13
183.85	-8.15
183.90	-8.17
183.95	-8.18
184.00	-8.20
184.05	-8.22
184.10	-8.25
184.15	-8.27
184.20	-8.29
184.25	-8.32
184.30	-8.34
184.35	-8.37
184.40	-8.40
184.45	-8.43
184.50	-8.46
184.55	-8.49
184.60	-8.52
184.65	-8.55
184.70	-8.58
184.75	-8.62
184.80	-8.65
184.85	-8.69
184.90	-8.73
184.95	-8.76
185.00	-8.80
185.05	-8.84
185.10	-8.88
185.15	-8.92
185.20	-8.97
185.25	-9.01
185.30	-9.05
185.35	-9.10
185.40	-9.14
185.45	-9.19
185.50	-9.24
185.55	-9.29
185.60	-9.34
185.65	-9.39
185.70	-9.44
185.75	-9.49
185.80	-9.54
185.85	-9.59
185.90	-9.65
185.95	-9.70
186.00	-9.76
186.05	-9.81
186.10	-9.87
186.15	-9.93
186.20	-9.98
186.25	-10.04
186.30	-10.10
186.35	-10.16
186.40	-10.22
186.45	-10.28
186.50	-10.35
186.55	-10.41
186.60	-10.47
186.65	-10.54
186.70	-10.60
186.75	-10.66
186.80	-10.73
186.85	-10.80
186.90	-10.86
186.95	-10.93
187.00	-11.00
187.05	-11.07
187.10	-11.14
187.15	-11.20
187.20	-11.27
187.25	-11.34
187.30	-11.41
187.35	-11.49
187.40	-11.56
187.45	-11.63
187.50	-11.70
187.55	-11.77
187.60	-11.85
187.65	-11.92
187.70	-11.99
187.75	-12.07
187.80	-12.14
187.85	-12.22
187.90	-12.29
187.95	-12.37
188.00	-12.44
188.05	-12.52
188.10	-12.60
188.15	-12.67
188.20	-12.75
188.25	-12.83
188.30	-12.90
188.35	-12.98
188.40	-13.06
188.45	-13.14
188.50	-13.21
188.55	-13.29
188.60	-13.37
188.65	-13.45
188.70	-13.53
188.75	-13.61
188.80	-13.68
188.85	-13.76
188.90	-13.84
188.95	-13.92
189.00	-14.00
189.05	-14.08
189.10	-14.15
189.15	-14.23
189.20	-14.31
189.25	-14.39
189.30	-14.47
189.35	-14.55
189.40	-14.62
189.45	-14.70
189.50	-14.78
189.55	-14.86
189.60	-14.94
189.65	-15.01
189.70	-15.09
189.75	-15.17
189.80	-15.25
189.85	-15.32
189.90	-15.40
189.95	-15.47
190.00	-15.55
190.05	-15.63
190.10	-15.70
190.15	-15.78
190.20	-15.85
190.25	-15.93
190.30	-16.00
190.35	-16.07
190.40	-16.15
190.45	-16.22
190.50	-16.29
190.55	-16.37
190.60	-16.44
190.65	-16.51
190.70	-16.58
190.75	-16.65
190.80	-16.72
190.85	-16.79
190.90	-16.86
190.95	-16.93
191.00	-17.00
191.05	-17.07
191.10	-17.13
191.15	-17.20
191.20	-17.27
191.25	-17.33
191.30	-17.40
191.35	-17.46
191.40	-17.52
191.45	-17.59
191.50	-17.65
191.55	-17.71
191.60	-17.77
191.65	-17.83
191.70	-17.89
191.75	-17.95
191.80	-18.01
191.85	-18.07
191.90	-18.13
191.95	-18.19
192.00	-18.24
192.05	-18.30
192.10	-18.35
192.15	-18.40
192.20	-18.46
192.25	-18.51
192.30	-18.56
192.35	-18.61
192.40	-18.66
192.45	-18.71
192.50	-18.76
192.55	-18.81
192.60	-18.85
192.65	-18.90
192.70	-18.94
192.75	-18.99
192.80	-19.03
192.85	-19.07
192.90	-19.11
192.95	-19.16
193.00	-19.19
193.05	-19.23
193.10	-19.27
193.15	-19.31
193.20	-19.34
193.25	-19.38
193.30	-19.41
193.35	-19.45
193.40	-19.48
193.45	-19.51
193.50	-19.54
193.55	-19.57
193.60	-19.60
193.65	-19.63
193.70	-19.66
193.75	-19.68
193.80	-19.71
193.85	-19.73
193.90	-19.75
193.95	-19.77
194.00	-19.79
194.05	-19.81
194.10	-19.83
194.15	-19.85
194.20	-19.87
194.25	-19.88
194.30	-19.90
194.35	-19.91
194.40	-19.93
194.45	-19.94
194.50	-19.95
194.55	-19.96
194.60	-19.97
194.65	-19.97
194.70	-19.98
194.75	-19.99
194.80	-19.99
194.85	-20.00
194.90	-20.00
194.95	-20.00
195.00	-20.00
195.05	-20.00
195.10	-20.00
195.15	-20.00
195.20	-19.99
195.25	-19.99
195.30	-19.98
195.35	-19.98
195.40	-19.97
195.45	-19.96
195.50	-19.95
195.55	-19.94
195.60	-19.93
195.65	-19.91
195.70	-19.90
195.75	-19.89
195.80	-19.87
195.85	-19.85
195.90	-19.83
195.95	-19.82
196.00	-19.80
196.05	-19.78
196.10	-19.75
196.15	-19.73
196.20	-19.71
196.25	-19.68
196.30	-19.66
196.35	-19.63
196.40	-19.60
196.45	-19.57
196.50	-19.54
196.55	-19.51
196.60	-19.48
196.65	-19.45
196.70	-19.42
196.75	-19.38
196.80	-19.35
196.85	-19.31
196.90	-19.27
196.95	-19.24
197.00	-19.20
197.05	-19.16
197.10	-19.12
197.15	-19.08
197.20	-19.03
197.25	-18.99
197.30	-18.95
197.35	-18.90
197.40	-18.86
197.45	-18.81
197.50	-18.76
197.55	-18.71
197.60	-18.66
197.65	-18.61
197.70	-18.56
197.75	-18.51
197.80	-18.46
197.85	-18.41
197.90	-18.35
197.95	-18.30
198.00	-18.24
198.05	-18.19
198.10	-18.13
198.15	-18.07
198.20	-18.02
198.25	-17.96
198.30	-17.90
198.35	-17.84
198.40	-17.78
198.45	-17.72
198.50	-17.65
198.55	-17.59
198.60	-17.53
198.65	-17.46
198.70	-17.40
198.75	-17.34
198.80	-17.27
198.85	-17.20
198.90	-17.14
198.95	-17.07
199.00	-17.00
199.05	-16.93
199.10	-16.87
199.15	-16.80
199.20	-16.73
199.25	-16.66
199.30	-16.59
199.35	-16.51
199.40	-16.44
199.45	-16.37
199.50	-16.30
199.55	-16.23
199.60	-16.15
199.65	-16.08
199.70	-16.01
199.75	-15.93
199.80	-15.86
199.85	-15.78
199.90	-15.71
199.95	-15.63
200.00	-15.56
200.05	-15.48
200.10	-15.40
200.15	-15.33
200.20	-15.25
200.25	-15.17
200.30	-15.10
200.35	-15.02
200.40	-14.94
200.45	-14.86
200.50	-14.79
200.55	-14.71
200.60	-14.63
200.65	-14.55
200.70	-14.47
200.75	-14.39
200.80	-14.32
200.85	-14.24
200.90	-14.16
200.95	-14.08
201.00	-14.00
201.05	-13.92
201.10	-13.85
201.15	-13.77
201.20	-13.69
201.25	-13.61
201.30	-13.53
201.35	-13.45
201.40	-13.38
201.45	-13.30
201.50	-13.22
201.55	-13.14
201.60	-13.06
201.65	-12.99
201.70	-12.91
201.75	-12.83
201.80	-12.75
201.85	-12.68
201.90	-12.60
201.95	-12.53
202.00	-12.45
202.05	-12.37
202.10	-12.30
202.15	-12.22
202.20	-12.15
202.25	-12.07
202.30	-12.00
202.35	-11.93
202.40	-11.85
202.45	-11.78
202.50	-11.71
202.55	-11.63
202.60	-11.56
202.65	-11.49
202.70	-11.42
202.75	-11.35
202.80	-11.28
202.85	-11.21
202.90	-11.14
202.95	-11.07
203.00	-11.00
203.05	-10.93
203.10	-10.87
203.15	-10.80
203.20	-10.73
203.25	-10.67
203.30	-10.60
203.35	-10.54
203.40	-10.48
203.45	-10.41
203.50	-10.35
203.55	-10.29
203.60	-10.23
203.65	-10.17
203.70	-10.11
203.75	-10.05
203.80	-9.99
203.85	-9.93
203.90	-9.87
203.95	-9.82
204.00	-9.76
204.05	-9.70
204.10	-9.65
204.15	-9.60
204.20	-9.54
204.25	-9.49
204.30	-9.44
204.35	-9.39
204.40	-9.34
204.45	-9.29
204.50	-9.24
204.55	-9.19
204.60	-9.15
204.65	-9.10
204.70	-9.06
204.75	-9.01
204.80	-8.97
204.85	-8.93
204.90	-8.89
204.95	-8.84
205.00	-8.81
205.05	-8.77
205.10	-8.73
205.15	-8.69
205.20	-8.66
205.25	-8.62
205.30	-8.59
205.35	-8.55
205.40	-8.52
205.45	-8.49
205.50	-8.46
205.55	-8.43
205.60	-8.40
205.65	-8.37
205.70	-8.34
205.75	-8.32
205.80	-8.29
205.85	-8.27
205.90	-8.25
205.95	-8.23
206.00	-8.21
206.05	-8.19
206.10	-8.17
206.15	-8.15
206.20	-8.13
206.25	-8.12
206.30	-8.10
206.35	-8.09
206.40	-8.07
206.45	-8.06
206.50	-8.05
206.55	-8.04
206.60	-8.03
206.65	-8.03
206.70	-8.02
206.75	-8.01
206.80	-8.01
206.85	-8.00
206.90	-8.00
206.95	-8.00
207.00	-8.00
207.05	-8.00
207.10	-8.00
207.15	-8.00
207.20	-8.01
207.25	-8.01
207.30	-8.02
207.35	-8.02
207.40	-8.03
207.45	-8.04
207.50	-8.05
207.55	-8.06
207.60	-8.07
207.65	-8.09
207.70	-8.10
207.75	-8.11
207.80	-8.13
207.85	-8.15
207.90	-8.17
207.95	-8.18
208.00	-8.20
208.05	-8.22
208.10	-8.25
208.15	-8.27
208.20	-8.29
208.25	-8.32
208.30	-8.34
208.35	-8.37
208.40	-8.40
208.45	-8.43
208.50	-8.46
208.55	-8.49
208.60	-8.52
208.65	-8.55
208.70	-8.58
208.75	-8.62
208.80	-8.65
208.85	-8.69
208.90	-8.73
208.95	-8.76
209.00	-8.80
209.05	-8.84
209.10	-8.88
209.15	-8.92
209.20	-8.97
209.25	-9.01
209.30	-9.05
209.35	-9.10
209.40	-9.14
209.45	-9.19
209.50	-9.24
209.55	-9.29
209.60	-9.34
209.65	-9.39
209.70	-9.44
209.75	-9.49
209.80	-9.54
209.85	-9.59
209.90	-9.65
209.95	-9.70
210.00	-9.76
210.05	-9.81
210.10	-9.87
210.15	-9.93
210.20	-9.98
210.25	-10.04
210.30	-10.10
210.35	-10.16
210.40	-10.22
210.45	-10.28
210.50	-10.35
210.55	-10.41
210.60	-10.47
210.65	-10.54
210.70	-10.60
210.75	-10.66
210.80	-10.73
210.85	-10.80
210.90	-10.86
210.95	-10.93
211.00	-11.00
211.05	-11.07
211.10	-11.13
211.15	-11.20
211.20	-11.27
211.25	-11.34
211.30	-11.41
211.35	-11.49
211.40	-11.56
211.45	-11.63
211.50	-11.70
211.55	-11.77
211.60	-11.85
211.65	-11.92
211.70	-11.99
211.75	-12.07
211.80	-12.14
211.85	-12.22
211.90	-12.29
211.95	-12.37
212.00	-12.44
212.05	-12.52
212.10	-12.60
212.15	-12.67
212.20	-12.75
212.25	-12.83
212.30	-12.90
212.35	-12.98
212.40	-13.06
212.45	-13.14
212.50	-13.21
212.55	-13.29
212.60	-13.37
212.65	-13.45
212.70	-13.53
212.75	-13.61
212.80	-13.68
212.85	-13.76
212.90	-13.84
212.95	-13.92
213.00	-14.00
213.05	-14.08
213.10	-14.15
213.15	-14.23
213.20	-14.31
213.25	-14.39
213.30	-14.47
213.35	-14.55
213.40	-14.62
213.45	-14.70
213.50	-14.78
213.55	-14.86
213.60	-14.94
213.65	-15.01
213.70	-15.09
213.75	-15.17
213.80	-15.24
213.85	-15.32
213.90	-15.40
213.95	-15.47
214.00	-15.55
214.05	-15.63
214.10	-15.70
214.15	-15.78
214.20	-15.85
214.25	-15.93
214.30	-16.00
214.35	-16.07
214.40	-16.15
214.45	-16.22
214.50	-16.29
214.55	-16.37
214.60	-16.44
214.65	-16.51
214.70	-16.58
214.75	-16.65
214.80	-16.72
214.85	-16.79
214.90	-16.86
214.95	-16.93
215.00	-17.00
215.05	-17.07
215.10	-17.13
215.15	-17.20
215.20	-17.27
215.25	-17.33
215.30	-17.40
215.35	-17.46
215.40	-17.52
215.45	-17.59
215.50	-17.65
215.55	-17.71
215.60	-17.77
215.65	-17.83
215.70	-17.89
215.75	-17.95
215.80	-18.01
215.85	-18.07
215.90	-18.13
215.95	-18.18
216.00	-18.24
216.05	-18.30
216.10	-18.35
216.15	-18.40
216.20	-18.46
216.25	-18.51
216.30	-18.56
216.35	-18.61
216.40	-18.66
216.45	-18.71
216.50	-18.76
216.55	-18.81
216.60	-18.85
216.65	-18.90
216.70	-18.94
216.75	-18.99
216.80	-19.03
216.85	-19.07
216.90	-19.11
216.95	-19.16
217.00	-19.19
217.05	-19.23
217.10	-19.27
217.15	-19.31
217.20	-19.34
217.25	-19.38
217.30	-19.41
217.35	-19.45
217.40	-19.48
217.45	-19.51
217.50	-19.54
217.55	-19.57
217.60	-19.60
217.65	-19.63
217.70	-19.65
217.75	-19.68
217.80	-19.71
217.85	-19.73
217.90	-19.75
217.95	-19.77
218.00	-19.79
218.05	-19.81
218.10	-19.83
218.15	-19.85
218.20	-19.87
218.25	-19.88
218.30	-19.90
218.35	-19.91
218.40	-19.93
218.45	-19.94
218.50	-19.95
218.55	-19.96
218.60	-19.97
218.65	-19.97
218.70	-19.98
218.75	-19.99
218.80	-19.99
218.85	-20.00
218.90	-20.00
218.95	-20.00
219.00	-20.00
219.05	-20.00
219.10	-20.00
219.15	-20.00
219.20	-19.99
219.25	-19.99
219.30	-19.98
219.35	-19.98
219.40	-19.97
219.45	-19.96
219.50	-19.95
219.55	-19.94
219.60	-19.93
219.65	-19.91
219.70	-19.90
219.75	-19.89
219.80	-19.87
219.85	-19.85
219.90	-19.83
219.95	-19.82
220.00	-19.80
220.05	-19.78
220.10	-19.75
220.15	-19.73
220.20	-19.71
220.25	-19.68
220.30	-19.66
220.35	-19.63
220.40	-19.60
220.45	-19.57
220.50	-19.54
220.55	-19.51
220.60	-19.48
220.65	-19.45
220.70	-19.42
220.75	-19.38
220.80	-19.35
220.85	-19.31
220.90	-19.27
220.95	-19.24
221.00	-19.20
221.05	-19.16
221.10	-19.12
221.15	-19.08
221.20	-19.03
221.25	-18.99
221.30	-18.95
221.35	-18.90
221.40	-18.86
221.45	-18.81
221.50	-18.76
221.55	-18.71
221.60	-18.66
221.65	-18.61
221.70	-18.56
221.75	-18.51
221.80	-18.46
221.85	-18.41
221.90	-18.35
221.95	-18.30
222.00	-18.24
222.05	-18.19
222.10	-18.13
222.15	-18.07
222.20	-18.02
222.25	-17.96
222.30	-17.90
222.35	-17.84
222.40	-17.78
222.45	-17.72
222.50	-17.65
222.55	-17.59
222.60	-17.53
222.65	-17.47
222.70	-17.40
222.75	-17.34
222.80	-17.27
222.85	-17.20
222.90	-17.14
222.95	-17.07
223.00	-17.00
223.05	-16.93
223.10	-16.87
223.15	-16.80
223.20	-16.73
223.25	-16.66
223.30	-16.59
223.35	-16.51
223.40	-16.44
223.45	-16.37
223.50	-16.30
223.55	-16.23
223.60	-16.15
223.65	-16.08
223.70	-16.01
223.75	-15.93
223.80	-15.86
223.85	-15.78
223.90	-15.71
223.95	-15.63
224.00	-15.56
224.05	-15.48
224.10	-15.40
224.15	-15.33
224.20	-15.25
224.25	-15.17
224.30	-15.10
224.35	-15.02
224.40	-14.94
224.45	-14.86
224.50	-14.79
224.55	-14.71
224.60	-14.63
224.65	-14.55
224.70	-14.47
224.75	-14.40
224.80	-14.32
224.85	-14.24
224.90	-14.16
224.95	-14.08
225.00	-14.00
225.05	-13.92
225.10	-13.85
225.15	-13.77
225.20	-13.69
225.25	-13.61
225.30	-13.53
225.35	-13.45
225.40	-13.38
225.45	-13.30
225.50	-13.22
225.55	-13.14
225.60	-13.06
225.65	-12.99
225.70	-12.91
225.75	-12.83
225.80	-12.76
225.85	-12.68
225.90	-12.60
225.95	-12.53
226.00	-12.45
226.05	-12.37
226.10	-12.30
226.15	-12.22
226.20	-12.15
226.25	-12.07
226.30	-12.00
226.35	-11.93
226.40	-11.85
226.45	-11.78
226.50	-11.71
226.55	-11.63
226.60	-11.56
226.65	-11.49
226.70	-11.42
226.75	-11.35
226.80	-11.28
226.85	-11.21
226.90	-11.14
226.95	-11.07
227.00	-11.00
227.05	-10.93
227.10	-10.87
227.15	-10.80
227.20	-10.73
227.25	-10.67
227.30	-10.60
227.35	-10.54
227.40	-10.48
227.45	-10.41
227.50	-10.35
227.55	-10.29
227.60	-10.23
227.65	-10.17
227.70	-10.11
227.75	-10.05
227.80	-9.99
227.85	-9.93
227.90	-9.87
227.95	-9.82
228.00	-9.76
228.05	-9.70
228.10	-9.65
228.15	-9.60
228.20	-9.54
228.25	-9.49
228.30	-9.44
228.35	-9.39
228.40	-9.34
228.45	-9.29
228.50	-9.24
228.55	-9.19
228.60	-9.15
228.65	-9.10
228.70	-9.06
228.75	-9.01
228.80	-8.97
228.85	-8.93
228.90	-8.89
228.95	-8.84
229.00	-8.81
229.05	-8.77
229.10	-8.73
229.15	-8.69
229.20	-8.66
229.25	-8.62
229.30	-8.59
229.35	-8.55
229.40	-8.52
229.45	-8.49
229.50	-8.46
229.55	-8.43
229.60	-8.40
229.65	-8.37
229.70	-8.35
229.75	-8.32
229.80	-8.29
229.85	-8.27
229.90	-8.25
229.95	-8.23
230.00	-8.21
230.05	-8.19
230.10	-8.17
230.15	-8.15
230.20	-8.13
230.25	-8.12
230.30	-8.10
230.35	-8.09
230.40	-8.07
230.45	-8.06
230.50	-8.05
230.55	-8.04
230.60	-8.03
230.65	-8.03
230.70	-8.02
230.75	-8.01
230.80	-8.01
230.85	-8.00
230.90	-8.00
230.95	-8.00
231.00	-8.00
231.05	-8.00
231.10	-8.00
231.15	-8.00
231.20	-8.01
231.25	-8.01
231.30	-8.02
231.35	-8.02
231.40	-8.03
231.45	-8.04
231.50	-8.05
231.55	-8.06
231.60	-8.07
231.65	-8.09
231.70	-8.10
231.75	-8.11
231.80	-8.13
231.85	-8.15
231.90	-8.17
231.95	-8.18
232.00	-8.20
232.05	-8.22
232.10	-8.25
232.15	-8.27
232.20	-8.29
232.25	-8.32
232.30	-8.34
232.35	-8.37
232.40	-8.40
232.45	-8.43
232.50	-8.46
232.55	-8.49
232.60	-8.52
232.65	-8.55
232.70	-8.58
232.75	-8.62
232.80	-8.65
232.85	-8.69
232.90	-8.73
232.95	-8.76
233.00	-8.80
